place_id,state,city,place_name,type,avg_budget,safety_score,hotel_cost_per_night,food_cost_per_day,transport_cost,railway_distance_km,bus_distance_km,airport_distance_km,family_friendly,place,good_place_1,good_place_2,bad_place_1,bad_place_2,hotel_name,women_safety,crowd_level,best_time,railway_distance,bus_distance,airport_distance,budget,lat,lng
3100,Karnataka,Mangalore,Mangalore Valley 921,Adventure,11132,7.8,4695,1543,1249,9,8,27,Yes,Tourist Place,Beach Market,Adventure Zone,Avoid unknown shortcuts,Avoid abandoned market areas,Treebo Residency,Low,Medium,Night,10,3,24,23139,22.132122,85.576645
3101,Kerala,Kochi,Kochi Palace 638,Eco Tourism,6254,9.0,2951,784,2605,2,10,35,Yes,Tourist Place,Local Food Street,Lake View,Avoid deserted beach areas,Avoid abandoned market areas,ITC Grand,Low,Medium,Morning,13,2,13,12865,34.836215,93.172048
3102,Kerala,Munnar,Munnar Museum 513,Spiritual,11699,7.2,4081,1137,1731,13,7,37,Yes,Tourist Place,Beach Market,Temple Area,Avoid unknown shortcuts,Avoid crowded late-night bus stands,Treebo Residency,High,Medium,Evening,14,9,21,16295,34.790767,85.015772
3103,Kerala,Alappuzha,Alappuzha Garden 800,Spiritual,3443,7.5,1047,1396,318,7,14,49,No,Tourist Place,Historic Center,Sunset Point,Avoid deserted beach areas,Avoid crowded late-night bus stands,ITC Grand,Moderate,High,Evening,9,3,21,19979,30.187358,76.753931
3104,Kerala,Thekkady,Thekkady National Park 742,Spiritual,9321,9.0,1018,465,1326,2,15,12,No,Tourist Place,Shopping Street,Tourist Market,Avoid unknown shortcuts,Avoid remote hills after sunset,Radisson Blu,High,Medium,Evening,7,3,28,14716,21.569208,76.936328
3105,Kerala,Wayanad,Wayanad Museum 253,Nature,20670,9.4,1295,751,318,6,5,35,No,Tourist Place,Historic Center,Tourist Market,Avoid unknown shortcuts,Avoid remote hills after sunset,Leela Palace,Moderate,Medium,Night,12,4,5,23346,12.480598,89.022471
3106,Maharashtra,Mumbai,Mumbai Waterfall 216,Eco Tourism,2825,8.1,540,1856,461,15,13,10,Yes,Tourist Place,City Mall,Lake View,Avoid unknown shortcuts,Avoid remote hills after sunset,ITC Grand,Moderate,Low,Morning,9,9,14,4869,29.437365,73.723956
3107,Maharashtra,Pune,Pune Caves 354,Spiritual,10073,7.1,4712,653,880,18,11,18,No,Tourist Place,Historic Center,Sunset Point,Avoid deserted beach areas,Avoid remote hills after sunset,Treebo Residency,Low,Medium,Night,6,5,31,14064,28.770365,86.719246
3108,Maharashtra,Aurangabad,Aurangabad Museum 30,Nature,22720,7.0,2592,565,569,12,12,9,No,Tourist Place,City Mall,Adventure Zone,Avoid isolated roads at night,Avoid abandoned market areas,Taj Hotel,High,High,Morning,3,2,19,4347,32.141549,84.106956
3109,Maharashtra,Lonavala,Lonavala Sanctuary 295,Wildlife,17358,7.1,3417,1700,2153,19,15,45,No,Tourist Place,Historic Center,Sunset Point,Avoid isolated roads at night,Avoid remote hills after sunset,ITC Grand,Moderate,Medium,Morning,6,8,20,13592,17.658206,93.558582
3110,Maharashtra,Nashik,Nashik Riverfront 530,Beach,13155,8.3,2710,578,2786,10,10,14,Yes,Tourist Place,Beach Market,Temple Area,Avoid dark forest roads,Avoid abandoned market areas,OYO Premium,Low,Medium,Night,12,2,32,7905,24.014188,82.935966
3111,Goa,Panaji,Panaji Mosque 210,Desert,16750,7.0,1775,329,2556,1,3,38,No,Tourist Place,Historic Center,Lake View,Avoid dark forest roads,Avoid crowded late-night bus stands,OYO Premium,High,Low,Night,13,2,7,13303,17.431373,68.949987
3112,Goa,Margao,Margao Island 744,Adventure,20325,8.8,1727,1320,1959,13,6,33,Yes,Tourist Place,City Mall,Lake View,Avoid deserted beach areas,Avoid remote hills after sunset,Leela Palace,High,High,Morning,3,8,31,9666,26.22547,96.54059
3113,Goa,Mapusa,Mapusa Sanctuary 979,Beach,18391,8.8,1894,641,480,1,14,30,Yes,Tourist Place,Shopping Street,Tourist Market,Avoid isolated roads at night,Avoid remote hills after sunset,ITC Grand,Moderate,High,Evening,1,8,15,7497,10.469387,76.86347
3114,Goa,Vasco da Gama,Vasco da Gama Hill 235,Hill Station,7663,8.4,1631,1480,484,7,6,28,No,Tourist Place,Shopping Street,Sunset Point,Avoid dark forest roads,Avoid abandoned market areas,Leela Palace,Low,Low,Morning,2,8,34,7592,12.2122,94.631008
3115,Rajasthan,Jaipur,Jaipur Riverfront 446,Spiritual,9047,8.3,2166,1997,2779,17,4,9,No,Tourist Place,Beach Market,Tourist Market,Avoid deserted beach areas,Avoid abandoned market areas,OYO Premium,Low,Medium,Night,15,8,20,17268,15.336302,84.606752
3116,Rajasthan,Udaipur,Udaipur Dam 973,Adventure,22563,9.7,4369,628,2598,3,3,49,No,Tourist Place,City Mall,Temple Area,Avoid dark forest roads,Avoid abandoned market areas,Treebo Residency,Low,Low,Morning,12,7,18,17145,21.941462,68.569612
3117,Rajasthan,Jaisalmer,Jaisalmer Beach 554,Nature,24725,6.9,4121,1403,1670,17,10,12,Yes,Tourist Place,Historic Center,Adventure Zone,Avoid deserted beach areas,Avoid remote hills after sunset,ITC Grand,Moderate,Medium,Evening,3,9,27,23846,25.026681,90.219431
3118,Rajasthan,Mount Abu,Mount Abu Waterfall 527,Desert,7805,7.1,4193,1734,2747,19,2,37,No,Tourist Place,Historic Center,Adventure Zone,Avoid deserted beach areas,Avoid abandoned market areas,OYO Premium,High,Medium,Morning,11,8,35,9937,25.616015,78.362826
3119,Rajasthan,Ajmer,Ajmer Caves 160,Spiritual,11895,6.9,4178,1437,597,3,2,24,No,Tourist Place,Beach Market,Sunset Point,Avoid dark forest roads,Avoid remote hills after sunset,Taj Hotel,High,Medium,Night,1,9,30,6418,17.788073,94.570959
3120,Uttar Pradesh,Agra,Agra Mosque 454,Desert,11366,8.8,1027,1874,1323,11,3,40,No,Tourist Place,City Mall,Lake View,Avoid isolated roads at night,Avoid remote hills after sunset,Leela Palace,Moderate,Low,Morning,8,6,8,10359,31.503068,86.509616
3121,Uttar Pradesh,Varanasi,Varanasi Caves 469,Wildlife,3743,8.5,1179,1348,724,8,7,35,No,Tourist Place,Shopping Street,Temple Area,Avoid deserted beach areas,Avoid crowded late-night bus stands,Taj Hotel,Low,High,Morning,8,9,6,21481,31.610258,94.049681
3122,Uttar Pradesh,Lucknow,Lucknow Fort 727,Spiritual,2079,8.7,583,708,2401,12,3,32,No,Tourist Place,Local Food Street,Adventure Zone,Avoid unknown shortcuts,Avoid remote hills after sunset,Radisson Blu,Moderate,High,Night,5,10,8,14608,12.362693,75.052011
3123,Uttar Pradesh,Prayagraj,Prayagraj Church 802,Beach,18328,8.6,1649,1673,2934,17,12,21,No,Tourist Place,Beach Market,Lake View,Avoid isolated roads at night,Avoid crowded late-night bus stands,Treebo Residency,High,High,Evening,8,5,38,4930,15.84461,90.35707
3124,Uttar Pradesh,Mathura,Mathura Mosque 535,Wildlife,11278,8.5,3765,1733,631,10,11,25,No,Tourist Place,Historic Center,Sunset Point,Avoid isolated roads at night,Avoid crowded late-night bus stands,OYO Premium,High,High,Night,9,5,27,7387,13.123827,70.725261
3125,Uttarakhand,Rishikesh,Rishikesh Museum 777,Cultural,24920,9.2,4585,855,375,6,14,12,Yes,Tourist Place,Shopping Street,Temple Area,Avoid deserted beach areas,Avoid unsafe local alleys,ITC Grand,High,Medium,Evening,12,3,8,16643,16.05266,73.270033
3126,Uttarakhand,Haridwar,Haridwar Dam 660,Beach,4730,8.5,4450,1141,2295,15,6,23,Yes,Tourist Place,Historic Center,Sunset Point,Avoid deserted beach areas,Avoid unsafe local alleys,Taj Hotel,Low,Medium,Morning,13,7,14,17687,11.553771,72.880293
3127,Uttarakhand,Nainital,Nainital Caves 658,Hill Station,9345,7.2,1380,668,722,17,12,5,Yes,Tourist Place,Historic Center,Temple Area,Avoid unknown shortcuts,Avoid remote hills after sunset,Leela Palace,Low,Low,Night,6,6,34,11053,26.852017,90.24291
3128,Uttarakhand,Mussoorie,Mussoorie Monument 316,Eco Tourism,19314,7.1,3360,654,2656,20,12,45,Yes,Tourist Place,City Mall,Sunset Point,Avoid isolated roads at night,Avoid crowded late-night bus stands,Radisson Blu,Moderate,Low,Evening,9,5,17,18639,24.243743,94.757906
3129,Uttarakhand,Dehradun,Dehradun Riverfront 761,Nature,18444,9.3,1001,887,1519,12,15,28,No,Tourist Place,City Mall,Temple Area,Avoid deserted beach areas,Avoid remote hills after sunset,OYO Premium,Moderate,High,Night,15,10,32,12574,29.673493,94.771589
3130,Himachal Pradesh,Shimla,Shimla Caves 204,Hill Station,21403,8.9,1137,927,2308,16,2,31,Yes,Tourist Place,Shopping Street,Adventure Zone,Avoid unknown shortcuts,Avoid remote hills after sunset,Radisson Blu,Low,High,Night,11,4,37,12652,26.040396,81.561565
3131,Himachal Pradesh,Manali,Manali Monument 958,Desert,22540,9.0,4492,838,2227,17,7,47,No,Tourist Place,Beach Market,Tourist Market,Avoid deserted beach areas,Avoid remote hills after sunset,Radisson Blu,High,High,Morning,15,10,25,13470,8.45188,71.65356
3132,Himachal Pradesh,Dharamshala,Dharamshala Beach 805,Historical,20452,8.5,4275,383,2709,9,13,44,Yes,Tourist Place,Historic Center,Temple Area,Avoid unknown shortcuts,Avoid remote hills after sunset,ITC Grand,Low,Medium,Morning,9,1,39,10904,26.027216,78.438284
3133,Himachal Pradesh,Kullu,Kullu National Park 256,Wildlife,2697,9.1,1178,1648,2334,10,6,16,Yes,Tourist Place,Historic Center,Lake View,Avoid deserted beach areas,Avoid abandoned market areas,ITC Grand,Moderate,High,Night,5,4,34,21304,19.13313,79.563565
3134,Himachal Pradesh,Kasol,Kasol Palace 40,Eco Tourism,20933,9.2,3179,1593,299,18,6,31,No,Tourist Place,Historic Center,Tourist Market,Avoid deserted beach areas,Avoid crowded late-night bus stands,Taj Hotel,Moderate,High,Morning,14,8,16,11481,21.342788,92.204981
3135,Jammu and Kashmir,Srinagar,Srinagar Temple 586,Beach,17542,7.9,3847,538,2991,10,3,6,No,Tourist Place,Local Food Street,Temple Area,Avoid unknown shortcuts,Avoid remote hills after sunset,Radisson Blu,High,High,Night,7,5,24,5198,10.806859,84.222964
3136,Jammu and Kashmir,Gulmarg,Gulmarg Palace 699,Historical,13592,9.5,2772,1932,1089,16,7,16,No,Tourist Place,Local Food Street,Adventure Zone,Avoid isolated roads at night,Avoid abandoned market areas,OYO Premium,High,Medium,Morning,14,2,14,21352,8.144801,86.912836
3137,Jammu and Kashmir,Pahalgam,Pahalgam Lake 625,Hill Station,18664,7.5,782,728,1180,8,15,48,Yes,Tourist Place,Beach Market,Adventure Zone,Avoid deserted beach areas,Avoid unsafe local alleys,Leela Palace,High,Medium,Night,11,1,14,21495,10.034932,72.262388
3138,Jammu and Kashmir,Sonamarg,Sonamarg Sanctuary 78,Spiritual,3300,7.0,3257,1871,2733,1,6,38,Yes,Tourist Place,Local Food Street,Lake View,Avoid isolated roads at night,Avoid remote hills after sunset,Radisson Blu,Low,Low,Evening,3,6,27,19441,25.007812,88.390692
3139,West Bengal,Kolkata,Kolkata Church 474,Beach,3605,6.8,1295,827,1013,4,7,34,No,Tourist Place,Historic Center,Temple Area,Avoid unknown shortcuts,Avoid unsafe local alleys,Leela Palace,Moderate,Low,Morning,13,5,30,13324,34.679964,81.564419
3140,West Bengal,Darjeeling,Darjeeling Temple 279,Desert,22264,7.3,2982,1272,2400,20,7,41,No,Tourist Place,City Mall,Lake View,Avoid isolated roads at night,Avoid remote hills after sunset,Treebo Residency,Low,High,Night,7,9,21,20480,33.411152,89.004643
3141,West Bengal,Siliguri,Siliguri Island 18,Spiritual,7989,8.5,2313,1715,354,18,8,48,No,Tourist Place,Historic Center,Lake View,Avoid deserted beach areas,Avoid remote hills after sunset,OYO Premium,High,Low,Evening,13,2,12,18839,29.103928,95.861306
3142,West Bengal,Sundarbans,Sundarbans Temple 589,Eco Tourism,20517,8.8,2860,437,704,16,9,47,No,Tourist Place,Local Food Street,Temple Area,Avoid deserted beach areas,Avoid abandoned market areas,Taj Hotel,High,Medium,Night,10,2,14,5402,32.174082,87.017593
3143,Gujarat,Ahmedabad,Ahmedabad Mosque 931,Beach,6377,9.3,2623,1992,2804,15,1,14,No,Tourist Place,Beach Market,Temple Area,Avoid deserted beach areas,Avoid abandoned market areas,ITC Grand,Moderate,Low,Morning,3,9,6,11067,21.400998,77.267306
3144,Gujarat,Dwarka,Dwarka Sanctuary 69,Hill Station,13811,8.2,2156,1893,2568,18,4,30,No,Tourist Place,Local Food Street,Sunset Point,Avoid unknown shortcuts,Avoid abandoned market areas,Leela Palace,Low,Medium,Night,15,3,31,17100,32.234518,81.690961
3145,Gujarat,Gir,Gir Palace 67,Nature,10738,9.4,921,454,304,5,6,7,No,Tourist Place,City Mall,Tourist Market,Avoid isolated roads at night,Avoid abandoned market areas,Treebo Residency,High,Medium,Evening,10,5,16,7047,14.094812,73.940343
3146,Gujarat,Kutch,Kutch Riverfront 224,Beach,20086,9.4,3138,1109,2487,15,7,17,Yes,Tourist Place,Local Food Street,Adventure Zone,Avoid unknown shortcuts,Avoid remote hills after sunset,Treebo Residency,Moderate,High,Morning,14,4,5,21585,21.674328,91.616882
3147,Gujarat,Somnath,Somnath Valley 410,Cultural,12434,8.2,1790,1409,1305,4,10,32,No,Tourist Place,Shopping Street,Temple Area,Avoid unknown shortcuts,Avoid abandoned market areas,Radisson Blu,Low,Low,Night,10,3,20,7770,32.802845,82.711752
3148,Punjab,Amritsar,Amritsar Caves 954,Historical,15390,9.3,794,421,2451,16,12,33,Yes,Tourist Place,Local Food Street,Adventure Zone,Avoid deserted beach areas,Avoid unsafe local alleys,Treebo Residency,Moderate,Medium,Evening,7,5,30,13363,27.79142,70.825152
3149,Punjab,Chandigarh,Chandigarh Fort 392,Historical,19849,9.3,1596,1669,1697,11,1,36,Yes,Tourist Place,Local Food Street,Sunset Point,Avoid isolated roads at night,Avoid unsafe local alleys,OYO Premium,Moderate,High,Evening,6,4,33,21589,8.361958,80.254645
3150,Punjab,Ludhiana,Ludhiana Fort 634,Historical,2624,7.9,4078,316,1996,13,6,10,No,Tourist Place,Shopping Street,Sunset Point,Avoid isolated roads at night,Avoid unsafe local alleys,Taj Hotel,High,Low,Night,13,5,26,17781,21.224357,75.950382
3151,Punjab,Patiala,Patiala Island 99,Spiritual,12583,6.6,3367,1017,2788,2,10,41,Yes,Tourist Place,Historic Center,Adventure Zone,Avoid deserted beach areas,Avoid unsafe local alleys,Leela Palace,High,Medium,Morning,12,8,32,18124,26.098842,78.247828
3152,Bihar,Patna,Patna Museum 238,Hill Station,22185,6.9,1248,960,2690,3,8,19,Yes,Tourist Place,Local Food Street,Lake View,Avoid dark forest roads,Avoid crowded late-night bus stands,Leela Palace,Low,Medium,Night,7,6,27,22939,17.680055,88.031815
3153,Bihar,Gaya,Gaya Lake 73,Spiritual,9080,6.5,3213,1110,1043,1,14,20,Yes,Tourist Place,Local Food Street,Temple Area,Avoid deserted beach areas,Avoid remote hills after sunset,Leela Palace,High,Low,Morning,11,9,33,6269,31.352249,96.868749
3154,Bihar,Nalanda,Nalanda Palace 265,Historical,22154,8.7,3884,673,703,13,8,34,No,Tourist Place,Local Food Street,Tourist Market,Avoid unknown shortcuts,Avoid remote hills after sunset,ITC Grand,High,Medium,Night,11,7,21,12494,13.879931,80.979362
3155,Bihar,Vaishali,Vaishali Church 159,Nature,18175,7.6,1439,1885,1114,3,6,19,Yes,Tourist Place,Historic Center,Adventure Zone,Avoid deserted beach areas,Avoid remote hills after sunset,ITC Grand,Moderate,High,Morning,10,7,35,23219,18.202173,73.141416
3156,Odisha,Puri,Puri National Park 579,Wildlife,24627,7.4,4351,1478,1595,13,10,5,Yes,Tourist Place,Local Food Street,Sunset Point,Avoid deserted beach areas,Avoid unsafe local alleys,Taj Hotel,Moderate,Low,Night,13,6,30,16253,26.98086,96.862395
3157,Odisha,Konark,Konark Valley 30,Eco Tourism,7967,8.7,3848,633,357,18,12,18,No,Tourist Place,Shopping Street,Temple Area,Avoid isolated roads at night,Avoid abandoned market areas,OYO Premium,Low,High,Evening,6,6,12,20238,15.568391,94.02529
3158,Odisha,Bhubaneswar,Bhubaneswar Riverfront 208,Cultural,7307,8.3,1400,1241,1548,18,10,27,No,Tourist Place,City Mall,Tourist Market,Avoid unknown shortcuts,Avoid abandoned market areas,Treebo Residency,High,Medium,Evening,10,9,20,17014,29.854968,91.848201
3159,Odisha,Cuttack,Cuttack Valley 818,Eco Tourism,13839,7.1,1804,844,2949,1,2,48,No,Tourist Place,City Mall,Lake View,Avoid isolated roads at night,Avoid unsafe local alleys,Radisson Blu,High,High,Morning,5,6,16,13469,10.495353,70.371768
3160,Assam,Guwahati,Guwahati National Park 142,Hill Station,11859,7.6,4639,1782,548,15,15,44,No,Tourist Place,Beach Market,Temple Area,Avoid deserted beach areas,Avoid unsafe local alleys,ITC Grand,Moderate,Low,Night,5,1,38,8564,12.885653,92.839514
3161,Assam,Kaziranga,Kaziranga Fort 361,Eco Tourism,19666,8.6,936,1194,2981,20,14,24,Yes,Tourist Place,Historic Center,Temple Area,Avoid isolated roads at night,Avoid unsafe local alleys,OYO Premium,High,Medium,Night,7,5,22,17808,31.054225,71.494095
3162,Assam,Majuli,Majuli Church 727,Eco Tourism,12259,9.0,4958,1755,2055,11,9,45,Yes,Tourist Place,Shopping Street,Tourist Market,Avoid deserted beach areas,Avoid unsafe local alleys,Leela Palace,Low,Low,Night,8,7,23,23291,14.872277,75.685286
3163,Assam,Sivasagar,Sivasagar Island 936,Eco Tourism,10847,7.7,899,474,1998,16,9,18,No,Tourist Place,Local Food Street,Lake View,Avoid unknown shortcuts,Avoid crowded late-night bus stands,OYO Premium,High,Medium,Evening,8,3,23,14074,10.911569,82.715964
3164,Madhya Pradesh,Bhopal,Bhopal Sanctuary 522,Nature,3945,8.3,896,1524,1728,16,12,36,Yes,Tourist Place,Beach Market,Tourist Market,Avoid isolated roads at night,Avoid unsafe local alleys,Leela Palace,Moderate,Low,Night,2,3,14,17729,21.270888,85.586185
3165,Madhya Pradesh,Khajuraho,Khajuraho Sanctuary 8,Beach,16635,8.8,1016,709,2670,16,1,26,No,Tourist Place,City Mall,Temple Area,Avoid unknown shortcuts,Avoid remote hills after sunset,ITC Grand,Low,Medium,Morning,4,7,40,22804,29.677207,95.148879
3166,Madhya Pradesh,Jabalpur,Jabalpur National Park 733,Wildlife,16663,6.6,1927,1840,1082,10,2,37,Yes,Tourist Place,Beach Market,Tourist Market,Avoid dark forest roads,Avoid unsafe local alleys,Treebo Residency,High,Low,Night,6,3,6,10549,26.801922,83.883038
3167,Madhya Pradesh,Indore,Indore Valley 882,Wildlife,11643,6.7,1520,1351,2087,17,13,16,No,Tourist Place,Local Food Street,Temple Area,Avoid deserted beach areas,Avoid remote hills after sunset,Treebo Residency,Low,Low,Night,2,8,17,9643,10.49144,72.532734
3168,Delhi,New Delhi,New Delhi Valley 173,Desert,10451,7.7,4441,1119,2032,2,10,27,No,Tourist Place,Local Food Street,Temple Area,Avoid unknown shortcuts,Avoid unsafe local alleys,Radisson Blu,Moderate,Medium,Morning,12,10,33,9347,32.141661,75.103487
3169,Andhra Pradesh,Vijayawada,Vijayawada Caves 365,Spiritual,21175,9.3,1485,793,1947,3,13,8,No,Tourist Place,City Mall,Adventure Zone,Avoid isolated roads at night,Avoid unsafe local alleys,Taj Hotel,High,Medium,Evening,13,8,37,16437,13.340513,77.873587
3170,Andhra Pradesh,Tirupati,Tirupati Sanctuary 882,Nature,13613,7.3,2945,1699,1984,15,3,37,Yes,Tourist Place,Historic Center,Sunset Point,Avoid isolated roads at night,Avoid unsafe local alleys,Taj Hotel,Low,High,Morning,15,2,35,13217,32.786294,94.577732
3171,Andhra Pradesh,Visakhapatnam,Visakhapatnam Fort 973,Eco Tourism,22611,7.6,760,401,1780,8,8,27,Yes,Tourist Place,Local Food Street,Sunset Point,Avoid deserted beach areas,Avoid remote hills after sunset,OYO Premium,Moderate,Low,Night,1,4,33,6603,27.817339,81.489173
3172,Andhra Pradesh,Araku Valley,Araku Valley Island 253,Spiritual,3717,7.9,3602,1282,423,11,14,32,Yes,Tourist Place,Shopping Street,Sunset Point,Avoid isolated roads at night,Avoid abandoned market areas,Treebo Residency,High,Medium,Night,9,4,38,15513,8.518316,93.455394
3173,Andhra Pradesh,Amaravati,Amaravati Temple 195,Cultural,5397,7.9,4356,949,2720,10,4,16,No,Tourist Place,Historic Center,Lake View,Avoid unknown shortcuts,Avoid abandoned market areas,Taj Hotel,High,Medium,Evening,5,10,6,17664,24.257539,90.905157
3174,Telangana,Hyderabad,Hyderabad Hill 141,Adventure,9454,9.6,2571,1580,2629,11,2,37,No,Tourist Place,Shopping Street,Lake View,Avoid isolated roads at night,Avoid crowded late-night bus stands,OYO Premium,Low,Low,Evening,12,4,13,13569,17.499701,90.942356
3175,Telangana,Warangal,Warangal Garden 89,Cultural,17454,6.6,1168,748,2976,11,12,37,No,Tourist Place,Shopping Street,Lake View,Avoid isolated roads at night,Avoid crowded late-night bus stands,ITC Grand,High,Low,Evening,5,4,38,21537,20.083928,78.351258
3176,Telangana,Nizamabad,Nizamabad National Park 975,Desert,9751,6.8,1239,1729,1076,12,5,26,No,Tourist Place,Historic Center,Lake View,Avoid deserted beach areas,Avoid crowded late-night bus stands,Treebo Residency,High,Medium,Morning,11,9,19,13636,17.013298,70.519686
3177,Telangana,Adilabad,Adilabad Island 7,Cultural,8118,9.1,1153,1548,2345,2,1,8,No,Tourist Place,Local Food Street,Adventure Zone,Avoid isolated roads at night,Avoid crowded late-night bus stands,ITC Grand,Moderate,Medium,Morning,8,6,22,11910,22.128704,95.404942
3178,Telangana,Karimnagar,Karimnagar Museum 107,Eco Tourism,13405,7.6,1991,938,1306,7,10,40,Yes,Tourist Place,Shopping Street,Sunset Point,Avoid deserted beach areas,Avoid remote hills after sunset,Treebo Residency,High,Low,Evening,11,5,22,7201,34.785643,77.072471
